Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,Haagen Green Tea Pint,245.59,0,0,0,0,0,0,0,0,41,245.59
,,Haagen Mango Pint,179.7,0,0,0,0,0,0,0,0,30,179.7
,,Haagen Mint Chip Pint,149.75,0,0,0,0,0,0,0,0,25,149.75
,,Haagen Pineapple Coconut Pint,125.79,0,0,0,0,0,0,0,0,21,125.79
,,Haagen Pistachio Pint,23.96,0,0,0,0,0,0,0,0,4,23.96
,,Haagen Raspberry Sorbet Pint,125.79,0,0,0,0,0,0,0,0,21,125.79
,,Haagen Rocky Road Pint,71.88,0,0,0,0,0,0,0,0,12,71.88
,,Haagen Strwaberry Pint ,107.82,0,0,0,0,0,0,0,0,18,107.82
,,Haagen Vamilla Milk Choc 3Pk,77.87,0,0,0,0,0,0,0,0,13,77.87
,,Haagen Vanilla Almond Pint,47.92,0,0,0,0,0,0,0,0,8,47.92
,,Haagen Vanilla Bean Pint,155.74,0,0,0,0,0,0,0,0,26,155.74
,,Haagen Vanilla Pint,83.86,0,0,0,0,0,0,0,0,14,83.86
,,Haagen White Choc Raspberry Pint,119.8,0,0,0,0,0,0,0,0,20,119.8
,,My Mochi Cookie N Cream 1.5oz,23.03,0,0,0,0,0,0,0,0,7,23.03
,,My Mochi Mango 1.5oz,39.48,0,0,0,0,0,0,0,0,12,39.48
,,My Mochi Strawberry 1.5oz,65.8,0,0,0,0,0,-0.33,0,0,20,65.47
,,So Delicious Cashew Cookies Cream,23.97,0,0,0,0,0,0,0,0,3,23.97
,,So Delicious Cashew Sltd Caramel,42.5,0,0,0,0,0,0,0,0,5,42.5
,,Talenti Alphonso Mango,207.69,0,0,0,0,0,0,0,0,21,207.69
,,Talenti Caramel Crunch,227.47,0,0,0,0,0,0,0,0,23,227.47
,,Talenti Mediterranean Mint,138.46,0,0,0,0,0,-0.25,0,0,14,138.21
,,Talenti Roman Raspberry,187.91,0,0,0,0,0,0,0,0,19,187.91
,,Talenti Sicilian Pistachio,29.67,0,0,0,0,0,0,0,0,3,29.67
,,Umpqua Choc Brownie Thunder 56oz,43.95,0,0,0,0,0,0,0,0,5,43.95
,,Umpqua Chocolate Chip Mint 56oz,35.16,0,0,0,0,0,0,0,0,4,35.16
,,Umpqua Mt. Blackberry Revel 56oz,35.16,0,0,0,0,0,-0.25,0,0,4,34.91
,,Umpqua Peanut Butter 56oz,26.37,0,0,0,0,0,0,0,0,3,26.37
,,Umpqua Rocky Road 56oz,8.79,0,0,0,0,0,0,0,0,1,8.79
,,Umpqua Vanilla 56oz,43.95,0,0,0,0,0,0,0,0,5,43.95
,Ice Cream,---,6224.87,0,0,0,0,0,-8.03,0,---,850,6216.84
,Novelty,Blue Bunny Sand Vanilla,30.21,0,0,0,0,0,0,0,0,19,30.21
,,Blue Bunny Sand Vanilla Chips Galore,49.14,0,0,0,0,0,0,0,0,26,49.14
,,Blue Bunny Sand Vanilla with Cookie Choc ,7.92,0,0,0,0,0,0,0,0,8,7.92
,,Breyers Mrs Field Ice Cream Sandwich,46.9,0,0,0,0,0,0,0,0,10,46.9
,,G Humor Oreo Cone 4.1oz,58.5,0,0,0,0,0,-0.45,0,0,13,58.05
,,G Humor Oreo Cookie Sand,65.85,0,0,0,0,0,0,0,0,15,65.85
,,G Humor Oreo Ice Cream Bar,9.87,0,0,0,0,0,0,0,0,3,9.87
,,G Humor Strawberry Shortcake,55.93,0,0,0,0,0,0,0,0,17,55.93
,,G Humor Van Choc Giant Cone,81,0,0,0,0,0,0,0,0,18,81
,,G Humor Vanailla Giant Sand,18.54,0,0,0,0,0,0,0,0,6,18.54
,,Haagen Choc Dark Choc Bar,58.5,0,0,0,0,0,0,0,0,18,58.5
,,Haagen Choc Dark Choc Bar 3CT,72,0,0,0,0,0,0,0,0,16,72
,,Haagen Coffee Almond Bar,54.23,0,0,0,0,0,0,0,0,17,54.23
,,Haagen Coffee Almond Bar 3CT,22.5,0,0,0,0,0,0,0,0,5,22.5
,,Haagen Vanilla Almond Bar,68.25,0,0,0,0,0,0,0,0,21,68.25
,,Haagen Vanilla Almond Bar 3CT,144,0,0,0,0,0,-0.25,0,0,32,143.75
,,Haagen Vanilla Milk Choc Bar,39,0,0,0,0,0,0,0,0,12,39
,,Ice Cream Bar Blue Bunny Choc Eclair King Size,11.25,0,0,0,0,0,0,0,0,5,11.25
,,Ice Cream Bar Blue Bunny Crunch ,13.86,0,0,0,0,0,0,0,0,14,13.86
,,Ice Cream Bar Blue Bunny Strawberry Shortcake King,49.5,0,0,0,0,0,-0.23,0,0,22,49.27
,,Ice Cream Bar Magnum Almond,35.12,0,0,0,0,0,0,0,0,8,35.12
,,Ice Cream Bar Magnum Caramel,98.49,0,0,0,0,0,0,0,0,21,98.49
,,Klondike Original Vanilla Sand,31.5,0,0,0,0,0,0,0,0,9,31.5
,,La Michoacana Coconut Bar,24.75,0,0,0,0,0,0,0,0,11,24.75
,,La Michoacana Mango Bar,49.5,0,0,0,0,0,-0.23,0,0,22,49.27
,,La Michoacana Strawberry Bar,29.25,0,0,0,0,0,0,0,0,13,29.25
,,La Michoacana Strawberry Fruit Bar,27,0,0,0,0,0,0,0,0,12,27
,,Melona Mango Bar 8CT,116.87,0,0,0,0,0,0,0,0,13,116.87
,,Melona Melon Bar 8CT,161.82,0,0,0,0,0,0,0,0,18,161.82
,,Melona Strawberry Box 8CT,116.87,0,0,0,0,0,0,0,0,13,116.87
,,Outshine Fruit Bar Coconut 6CT,34.23,0,0,0,0,0,0,0,0,7,34.23
,,Outshine Fruit Bar Lime 6CT,78.24,0,0,0,0,0,0,0,0,16,78.24
,,Outshine Fruit Bar NSA Strawberry Variety 12CT,140.58,0,0,0,0,0,0,0,0,22,140.58
,,Outshine Fruit Bar Strawberry 6CT,53.79,0,0,0,0,0,0,0,0,11,53.79
,,Ruby Jewel Sand Chocolate Chip with Vanilla Bean Cookie ,283.71,0,0,0,0,0,0,0,0,49,283.71
,,Ruby Jewel Sand Chocolate and Salted Caramel,121.67,0,0,0,0,0,0,0,0,23,121.67
,,Ruby Jewel Sand Dark Choc Mint ,110.01,0,0,0,0,0,0,0,0,19,110.01
,,Ruby Jewel Sand Lemon with Honey Lavender,133.17,0,0,0,0,0,0,0,0,23,133.17
,,Ruby Jewel Sand Oat Choc Chip with Butterschotch ,63.69,0,0,0,0,0,0,0,0,11,63.69
,,Ruby Jewel Sand Strawberry Brown Sugar,46.32,0,0,0,0,0,0,0,0,8,46.32
,Novelty,---,2713.53,0,0,0,0,0,-1.16,0,---,626,2712.37
Grocery - Frozen,---,---,24153.91,0,0,0,0,0,-31.49,0,---,3826,24122.42
Grocery - Misc,Nonscanning,Non-Scanning Packaged Food,6994.43,0,0,0,0,0,-8.62,6737.38,0,1383,6985.81
Grocery - Produce (Non-Weighted),Packaged Produce,Blueberries Clamshell Pint,1105.23,0,0,0,0,0,-1.2,0,0,277,1104.03
,,Bolthouse Baby Cut Carrots,277.83,0,0,0,0,0,-0.44,0,0,147,277.39
,,Charlies Cut Fruit Cantaloupe,323.46,0,0,0,0,0,0,0,0,54,323.46
,,Charlies Cut Fruit Mixed,640.93,0,0,0,0,0,-0.6,0,0,107,640.33
,,Charlies Cut Fruit Pineapple,628.95,0,0,0,0,0,0,0,0,105,628.95
,,Charlies Cut Fruit Straw-Blueberry,1450.75,0,0,0,0,0,0,0,0,175,1450.75
,,Fresh Express Caesar Supreme Kit,215.46,0,0,0,0,0,0,0,0,54,215.46
,,Fresh Express Chopped Asian Kit,191.52,0,0,0,0,0,-0.25,0,0,48,191.27
,,Mushroom Whole Crimini 8oz,179.18,0,0,0,0,0,0,0,0,62,179.18
,,Mushroom Whole White 8oz ,180.23,0,0,0,0,0,-0.5,0,0,67,179.73
,,Organic Girl Baby Spinach 5oz,132.84,0,0,0,0,0,-0.25,0,0,36,132.59
,,Organic Girl Salad 50-50 Mix 5oz,110.7,0,0,0,0,0,-0.62,0,0,30,110.08
,,Organic Girl Salad Supergreens 5oz,125.46,0,0,0,0,0,-0.62,0,0,34,124.84
,,Organic Girl Spring Mix,110.7,0,0,0,0,0,-0.5,0,0,30,110.2
,,Raspberry Clamshell Pint,1128.84,0,0,0,0,0,-1.07,0,0,276,1127.77
,,Strawberry Clamshell Pint,0,0,0,0,0,0,0,0,0,0,0
,Packaged Produce,---,6802.08,0,0,0,0,0,-6.05,0,---,1502,6796.03
Grocery - Produce (Non-Weighted),---,---,6802.08,0,0,0,0,0,-6.05,0,---,1502,6796.03
Grocery - Produce (Weighted),Fresh Fruits,Apple Conventional,165.6,0,0,0,0,0,-0.64,2.99,0,164,164.96
,,Apple Honeycrisp,354.82,0,0,0,0,0,-0.4,18.55,0,125,354.42
,,Apple Organic,101.85,0,0,0,0,0,0,-5.67,0,54,101.85
,,Avocado Hass Organic,682.04,0,0,0,0,0,-0.29,0,0,236,681.75
,,Banana,753.24,0,0,0,0,0,-1.86,370.07,0,387,751.38
,,Banana Organic,16.64,0,0,0,0,0,0,5.74,0,10,16.64
,,Coconut Young,41.93,0,0,0,0,0,-0.6,0,0,7,41.33
,,Grape Green Seedless,1221.93,0,0,0,0,0,-0.8,619.41,0,242,1221.13
,,Grape Red Seedless,576.25,0,0,0,0,0,-1.6,294.9,0,113,574.65
,,Grapefruit,36.91,0,0,0,0,0,0,8.61,0,19,36.91
,,Kiwi,32.45,0,0,0,0,0,0,0,0,55,32.45
,,Lemon,94.34,0,0,0,0,0,-0.25,0,0,106,94.09
,,Lime,65.17,0,0,0,0,0,0,0,0,133,65.17
,,Mandarin 3lb Bag,1181.31,0,0,0,0,0,-0.5,0,0,169,1180.81
,,Mandarin Murcott,7.9,0,0,0,0,0,0,3.72,0,2,7.9
,,Mango,116.61,0,0,0,0,0,-0.34,0,0,69,116.27
,,Melon Cantaloupe,3.24,0,0,0,0,0,0,2.55,0,1,3.24
,,Melon Mini Watermelon Seedless,90.09,0,0,0,0,0,-0.25,68.3,0,22,89.84
,,Nectarine,2.29,0,0,0,0,0,0,-0.8,0,1,2.29
,,Orange Conventional,170.8,0,0,0,0,0,-0.5,58.59,0,87,170.3
,,Pear Asian,20.94,0,0,0,0,0,0,-2.91,0,12,20.94
,,Pear Bartlett,49.44,0,0,0,0,0,0,-1.25,0,30,49.44
,,Pear Organic,61.82,0,0,0,0,0,-0.5,-2.38,0,38,61.32
,,Pineapple,44.66,0,0,0,0,0,-0.25,0,0,14,44.41
,,Plum Red,0,0,0,0,0,0,0,0,0,0,0
,,Pomegranate,2.89,0,0,0,0,0,0,0,0,1,2.89
,Fresh Fruits,---,5895.16,0,0,0,0,0,-8.78,1440.43,---,2097,5886.38
,Fresh Herbs,Cilantro Bunch,37.13,0,0,0,0,0,-0.24,0,0,47,36.89
,,Garlic Fresh,66.03,0,0,0,0,0,-0.25,-399.88,0,146,65.78
,,Ginger Root Fresh,50.35,0,0,0,0,0,0,-121.3,0,43,50.35
,,Parsley Bunch,19.75,0,0,0,0,0,0,0,0,25,19.75
,,UW Farm Herb Bundle,20.28,0,0,0,0,0,0,0,0,12,20.28
,Fresh Herbs,---,193.54,0,0,0,0,0,-0.49,-521.18,---,273,193.05
,Fresh Vegetables,Bell Pepper Green,61.04,0,0,0,0,0,0,0,0,56,61.04
,,Bell Pepper Red,163.77,0,0,0,0,0,-0.41,0,0,103,163.36
,,Bell Pepper Yellow,133.56,0,0,0,0,0,-0.16,0,0,84,133.4
,,Bok Choy Baby Organic,63.85,0,0,0,0,0,-0.45,-43.74,0,40,63.4
,,Broccoli Crowns,200.08,0,0,0,0,0,-1.06,-16.29,0,128,199.02
,,Cabbage Green,59.99,0,0,0,0,0,-0.42,33.11,0,34,59.57
,,Cabbage Napa,70.73,0,0,0,0,0,-0.43,34.59,0,26,70.3
,,Cabbage Red,10.77,0,0,0,0,0,0,5.81,0,5,10.77
,,Carrot 2lb Bag,101.01,0,0,0,0,0,0,0,0,39,101.01
,,Cauliflower Head Wrapped,107.58,0,0,0,0,0,0,0,0,22,107.58
,,Celery Wrapped,0,0,0,0,0,0,0,0,0,0,0
,,Corn on the Cob Yellow,0,0,0,0,0,0,0,0,0,0,0
,,Cucumber,55.66,0,0,0,0,0,0,-3.64,0,60,55.66
,,Cucumber English,155.72,0,0,0,0,0,-0.73,0,0,68,154.99
,,Green Onions Bunch,77.42,0,0,0,0,0,-0.08,0,0,98,77.34
,,Lettuce Romaine Head Organic,1.89,0,0,0,0,0,0,0,0,1,1.89
,,Onion Red,28.71,0,0,0,0,0,-0.05,-5.29,0,43,28.66
,,Onion Sweet Walla Walla,17.46,0,0,0,0,0,-0.32,-0.32,0,18,17.14
,,Onion White,41.96,0,0,0,0,0,-0.03,-4.66,0,79,41.93
,,Onion Yellow,24.87,0,0,0,0,0,-0.25,-5.12,0,77,24.62
,,Pepper Chili Jalapeno,22.59,0,0,0,0,0,-0.04,-65.05,0,44,22.55
,,Potato Fingerling,11.78,0,0,0,0,0,0,-4.14,0,8,11.78
,,Potato Red,19.7,0,0,0,0,0,-0.12,7.85,0,15,19.58
,,Potato Russet,68.28,0,0,0,0,0,-0.64,31.52,0,75,67.64
,,Potato Sweet Organic,45.8,0,0,0,0,0,-0.25,2.85,0,24,45.55
,,Potato Yukon,45.27,0,0,0,0,0,-0.75,5.75,0,67,44.52
,,Tomatillo,10.21,0,0,0,0,0,0,4.24,0,3,10.21
,,Tomato Heirloom Hot House Organic,8.37,0,0,0,0,0,0,-7.59,0,5,8.37
,,Tomato Red Vine-On,345.04,0,0,0,0,0,-0.24,-67.76,0,115,344.8
,,UW Farm Mixed Greens Bag,110.7,0,0,0,0,0,0,0,0,30,110.7
,,Zucchini Squash,44.28,0,0,0,0,0,-0.86,-8.56,0,38,43.42
,Fresh Vegetables,---,2108.09,0,0,0,0,0,-7.29,-106.46,---,1405,2100.8
Grocery - Produce (Weighted),---,---,8196.79,0,0,0,0,0,-16.56,812.79,---,3775,8180.23
Grocery - Refrigerated,Asian Perishable,House Soon Tofu BCD Hot 13oz,151.62,0,0,0,0,0,0,0,0,38,151.62
,,House Soon Tofu BCD Med 13oz,115.71,0,0,0,0,0,0,0,0,29,115.71
,,JFC Organic Tofu Firm 14oz,114.84,0,0,0,0,0,-1.92,0,0,36,112.92
,,JFC Organic Tofu Soft 14oz,146.74,0,0,0,0,0,-0.89,0,0,46,145.85
,,Marukome Miso Organic 13.2oz,21.87,0,0,0,0,0,0,0,0,3,21.87
,,Marukome Miso Organic LS 13.2oz,21.87,0,0,0,0,0,-0.73,0,0,3,21.14
,,Seoul Original Kimchi Vegan 14oz,151.81,0,0,0,0,0,0,0,0,19,151.81
,,Seoul Spicy Kimchi Vegan 14oz,151.81,0,0,0,0,0,-0.8,0,0,19,151.01
,,Shirakiku Amasu Shoga 12oz,12.58,0,0,0,0,0,0,0,0,2,12.58
,,Shirakiku Kizami Shoga 12oz,12.58,0,0,0,0,0,-0.63,0,0,2,11.95
,Asian Perishable,---,901.43,0,0,0,0,0,-4.97,0,---,197,896.46
,Deli Meat Packaged,Buddig Ham 2oz,19.08,0,0,0,0,0,0,0,0,12,19.08
,,Buddig Turkey,12.72,0,0,0,0,0,0,0,0,8,12.72
,,Columbus Pastrami Presliced 6oz,85.52,0,0,0,0,0,0,0,0,8,85.52
,,Columbus Prosciutto Sliced,187,0,0,0,0,0,-0.55,0,0,34,186.45
,,Columbus Salami Italian Dry Sl,242,0,0,0,0,0,-0.25,0,0,44,241.75
,,Columbus Salami Peppered Slcd,225.5,0,0,0,0,0,-1.35,0,0,41,224.15
,,Columbus Salami sliced  Calabrese 4oz,137.5,0,0,0,0,0,0,0,0,25,137.5
,,Olli Pepperoni Presliced 4oz,95.06,0,0,0,0,0,0,0,0,14,95.06
,,Oscar M Deli Roasted Turkey 9oz,216,0,0,0,0,0,-0.68,0,0,32,215.32
,,Oscar Mayer Smkd Uncured Ham,384.75,0,0,0,0,0,0,0,0,57,384.75
,,Reser Bratwurst Link,88.27,0,0,0,0,0,-0.25,0,0,13,88.02
,Deli Meat Packaged,---,1693.4,0,0,0,0,0,-3.08,0,---,288,1690.32
,Eggs,Just Egg Plant Based Scramble ,46.74,0,0,0,0,0,0,0,0,6,46.74
,,Wilcox Eggs White Cage Free Dozen,1187.03,0,0,0,0,0,-3.2,0,0,397,1183.83
,,Wilcox HB Egg 2Pk Cage Free,236.28,0,0,0,0,0,0,0,0,132,236.28
,Eggs,---,1470.05,0,0,0,0,0,-3.2,0,---,535,1466.85
,Packaged Grab and Go,Columbus Charcuterie Tasting Board 4oz,151.92,0,0,0,0,0,0,0,0,8,151.92
,,Columbus Snack Tray Genoa Salami,317.47,0,0,0,0,0,0,0,0,53,317.47
,,Columbus Snack Tray Italian Dry Salami,239.6,0,0,0,0,0,0,0,0,40,239.6
,,Hillshire SP Genoa Salame,87.78,0,0,0,0,0,0,0,0,22,87.78
,,Hillshire SP Hot Calabrese,299.25,0,0,0,0,0,-0.25,0,0,75,299
,,Hillshire SP Ital Dry Salame,283.29,0,0,0,0,0,-0.25,0,0,71,283.04
,,Lunchable Ham Ched with Treat 3.5oz,103.74,0,0,0,0,0,0,0,0,26,103.74
,,Lunchable Pizza 4.3oz,113.7,0,0,0,0,0,0,0,0,30,113.7
,,Lunchable Turkey and Cheddar 3.2oz,75.8,0,0,0,0,0,0,0,0,20,75.8
,,Sabra Hummus Garlic and Pretzel,163.59,0,0,0,0,0,0,0,0,41,163.59
,,Sabra Hummus Red Pepper,183.54,0,0,0,0,0,-0.4,0,0,46,183.14
,Packaged Grab and Go,---,2019.68,0,0,0,0,0,-0.9,0,---,432,2018.78
,Perishable Other,Applegate Chicken Maple Sausag,116.82,0,0,0,0,0,0,0,0,18,116.82
,,Applegate Oven Roasted Chicken,94.77,0,0,0,0,0,0,0,0,13,94.77
,,Applegate Sliced Ham,138.51,0,0,0,0,0,0,0,0,19,138.51
,,Applegate Smoked Turkey Slices,109.35,0,0,0,0,0,0,0,0,15,109.35
,,Applegate Turkey Bacon,181.72,0,0,0,0,0,-1.55,0,0,28,180.17
,,Bar-S Frank Jumbo Chicken,45.8,0,0,0,0,0,0,0,0,20,45.8
,,Bar-S Smoked Sliced Bacon,348.09,0,0,0,0,0,0,0,0,41,348.09
,,Better Bean Hummus Cup 2oz,5.95,0,0,0,0,0,0,0,0,5,5.95
,,Cibo Pesto Traditional ,71.39,0,0,0,0,0,0,0,0,11,71.39
,,Cool Whip Regular 8oz,27.81,0,0,0,0,0,0,0,0,9,27.81
,,Cougar Cookie Dough Choc Chunk ,125,0,0,0,0,0,0,0,0,20,125
,,Cougar Cookie Dough PB Choc,18.75,0,0,0,0,0,0,0,0,3,18.75
,,Cougar Cookie Vegan Choc Chip,100,0,0,0,0,0,0,0,0,16,100
,,Divina Olives Blue Cheese Stuffed 4.6oz,34.95,0,0,0,0,0,-0.7,0,0,5,34.25
,,Divina Olives Castelvetrano 4.6oz,55.12,0,0,0,0,0,0,0,0,8,55.12
,,Divina Olives Kalamata Pitted 4.2oz,20.67,0,0,0,0,0,0,0,0,3,20.67
,,Field Roast Apple Sage Sausage,49.95,0,0,0,0,0,-1,0,0,5,48.95
,,Field Roast Brkfst Mple Sausage,19.98,0,0,0,0,0,0,0,0,2,19.98
,,Field Roast Frankforter Sausage,17.98,0,0,0,0,0,0,0,0,2,17.98
,,Field Roast Fruffalo Wing,23.98,0,0,0,0,0,0,0,0,2,23.98
,,Field Roast Lentil Sage Deli,5.29,0,0,0,0,0,0,0,0,1,5.29
,,Field Roast Mex Chiptle Sausage,59.94,0,0,0,0,0,-1,0,0,6,58.94
,,Field Roast Smked Tmto Deli Sliced,24.95,0,0,0,0,0,0,0,0,5,24.95
,,GeradDom Wild Coho Smoked Salmon,349.72,0,0,0,0,0,0,0,0,28,349.72
,,Hail Merry Choc Almond Tart,35.94,0,0,0,0,0,0,0,0,6,35.94
,,Hail Merry Meyer Lemon Tart,59.9,0,0,0,0,0,0,0,0,10,59.9
,,ImmaBC Dough Fudge Brownie,34.95,0,0,0,0,0,0,0,0,5,34.95
,,Neato Hummus,68.5,0,0,0,0,0,-0.25,0,0,10,68.25
,,Neato Hummus Roasted Garlic,102.75,0,0,0,0,0,0,0,0,15,102.75
,,Neato Hummus Roasted Red Pep,47.95,0,0,0,0,0,0,0,0,7,47.95
,,Pillsbury Cinnamon Roll,111.91,0,0,0,0,0,0,0,0,19,111.91
,,Pillsbury Cookie Dough Choc Chip,263.67,0,0,0,0,0,0,0,0,33,263.67
,,Pillsbury Cresent Dinner Roll,91.35,0,0,0,0,0,0,0,0,15,91.35
,,Pillsbury Dough Sugar Cookie,38.61,0,0,0,0,0,0,0,0,9,38.61
,,Reddi Whipped Cream 6.5oz,153.14,0,0,0,0,0,0,0,0,26,153.14
,,Redondo Portugese Sausage Mild,18.87,0,0,0,0,0,0,0,0,3,18.87
,,Reser Smoked Sausage with Cheese,71.01,0,0,0,0,0,0,0,0,9,71.01
,,SarbarGoMed Hummus,99.75,0,0,0,0,0,0,0,0,21,99.75
,,SarbarGoMed Hummus Rstd Garlic,123.5,0,0,0,0,0,0,0,0,26,123.5
,,SarbarGoMed Hummus Rstd Pep,61.75,0,0,0,0,0,0,0,0,13,61.75
,,Uptons Natural Seitain Chorizo ,26.6,0,0,0,0,0,0,0,0,4,26.6
,,Uptons Natural Seitan Bacon,6.49,0,0,0,0,0,0,0,0,1,6.49
,,Wholly Guacamole Classic,40.59,0,0,0,0,0,0,0,0,41,40.59
,,Zen Almond Milk Pudding Choc 4pk,52,0,0,0,0,0,0,0,0,8,52
,Perishable Other,---,3555.72,0,0,0,0,0,-4.5,0,---,566,3551.22
Grocery - Refrigerated,---,---,9640.28,0,0,0,0,0,-16.65,0,---,2018,9623.63
Grocery Dairy,Cheese,Babybel Mini Cheese 0.75oz,0,0,0,0,0,0,0,0,0,0,0
Grocery Deli,Meat Counter (Preweighed),Bacon,41.61,0,0,0,0,0,-1.47,-51.78,0,11,40.14
,,Beef Ribeye Boneless,582.32,0,0,0,0,0,-2.41,157.57,0,25,579.91
,,Beef Striploin,958.61,0,0,0,0,0,-3.78,403.98,0,37,954.83
,,Beef Strips,314.49,0,0,0,0,0,-0.46,-81.15,0,36,314.03
,,Chicken Party Wings,189.6,0,0,0,0,0,-0.25,32.31,0,21,189.35
,,Chicken Thigh Boneless Skinless,390.6,0,0,0,0,0,-1.18,97.2,0,60,389.42
,,Cooked Shrimp,29.59,0,0,0,0,0,-0.25,-43.84,0,7,29.34
,,Ground Pork,113.65,0,0,0,0,0,-0.44,3.85,0,20,113.21
,,Halal Chicken Breast,725.15,0,0,0,0,0,-1.39,111.94,0,89,723.76
,,Halal Ground Beef,705.42,0,0,0,0,0,-2.18,82.11,0,79,703.24
,,Hot Italian Sausage,53.19,0,0,0,0,0,-0.38,-45.48,0,13,52.81
,,Pork Chop Boneless,107.38,0,0,0,0,0,0,27.48,0,10,107.38
,,Pork Cubes,55.29,0,0,0,0,0,0,-13.17,0,14,55.29
,,Rockfish Filet,58.05,0,0,0,0,0,0,-49.8,0,15,58.05
,,Salmon Filet Skin-on,225.76,0,0,0,0,0,0,-254.98,0,26,225.76
,,Shrimp,279.74,0,0,0,0,0,-0.25,-84,0,26,279.49
,Meat Counter (Preweighed),---,4830.45,0,0,0,0,0,-14.44,292.24,---,489,4816.01
Grocery Deli,---,---,4830.45,0,0,0,0,0,-14.44,292.24,---,489,4816.01
Grocery Store Deli,Breakfast (Non-Weighed),Breakfast Meat Side,32.5,0,0,0,0,0,-0.26,6.25,3.26,21,32.24
,,Chorizo Breakfast Burrito,419.44,0,0,0,0,0,-0.25,0,42.34,56,419.19
,,DM Breakfast Sandwich Egg and Cheese,287.43,0,0,0,0,0,-3.44,0,28.68,67,283.99
,,DM Breakfast Sandwich Vegan Just Egg,4.99,0,0,0,0,0,0,0,0.5,1,4.99
,,DM Breakfast Sandwich Vegan Sausage,1222.74,0,0,0,0,0.75,-1.59,0,123.26,231,1221.15
,,DM Breakfast Sandwich with Bacon,1259.02,0,0,0,0,0,-4.24,0,126.73,238,1254.78
,,DM Breakfast Sandwich with Sausage,1840.92,0,0,0,0,0,-1.84,0,185.75,348,1839.08
,,Egg Hard Boiled Individual,0.89,0,0,0,0,0,0,0,0.09,1,0.89
,Breakfast (Non-Weighed),---,5067.93,0,0,0,0,0.75,-11.62,6.25,---,963,5056.31
,Deli Case (Preweighed),BBQ Chicken Meatballs,3.9,0,0,0,0,0,0,-8.09,0.39,1,3.9
,,BBQ Turkey Meatballs,794.24,0,0,0,0,0,0,-860.38,80.22,138,794.24
,,Balsamic Brussels Sprouts,10.88,0,0,0,0,0,0,-16.09,1.1,3,10.88
,,Caprese Salad,585.03,0,0,0,0,0,0,-557.93,59.09,104,585.03
,,Chicken Potsticker Salad,574.52,0,0,0,0,0,-1.54,-589.87,57.87,111,572.98
,,Chicken Teriyaki Wings,317.6,0,0,0,0,0,0,-221.95,32.08,45,317.6
,,Corn Salad,191.47,0,0,0,0,0,-1.26,-198.14,19.21,39,190.21
,,Falafel,91.71,0,0,0,0,0,0,-178.02,9.26,27,91.71
,,Grilled Chicken,948.76,0,0,0,0,0,-1.35,-803.07,95.69,167,947.41
,,Grilled Salmon,121.83,0,0,0,0,0,0,-178.05,12.3,12,121.83
,,Grilled Steak,8.37,0,0,0,0,0,0,-9.62,0.85,1,8.37
,,Heidis Tofu ,255.61,0,0,0,0,0,-0.5,-295.91,25.77,48,255.11
,,Macaroni Salad,397.62,0,0,0,0,0,-0.46,-401.58,40.11,80,397.16
,,Pesto Tortellini,1167.44,0,0,0,0,0,-0.92,-1050.71,117.82,185,1166.52
,,Quinoa Tabbolouleh,143.71,0,0,0,0,0,-0.79,-204,14.43,29,142.92
,,Ravioli Printemps,569.41,0,0,0,0,0,-0.25,-593.62,57.49,97,569.16
,,Roast Pork Loin,173.35,0,0,0,0,0,-0.22,-242.33,17.49,32,173.13
,,Roasted Broccoli Salad,113.29,0,0,0,0,0,-1.34,-142.96,11.31,25,111.95
,,Roasted Potato Salad,193.56,0,0,0,0,0,-0.25,-142.02,19.52,42,193.31
,,Sesame Quinoa ,29.7,0,0,0,0,0,-0.62,-60.21,2.94,9,29.08
,,Sesame Snap Peas,88.39,0,0,0,0,0,0,-161.36,8.93,25,88.39
,,Smoked Mozzarella Pasta Salad,798.49,0,0,0,0,0,-1.34,-932.36,80.51,165,797.15
,,Tahini Roasted Cauliflower,183.42,0,0,0,0,0,-0.25,-166.23,18.5,35,183.17
,,Tamari-Sesame Noodle Salad,571.78,0,0,0,0,0,0,-581.68,57.75,154,571.78
,,Tropical Fruit Salad,694.07,0,0,0,0,0,0,-544.69,70.1,124,694.07
,,Vegan Caesar Salad,256.37,0,0,0,0,0,-0.37,-918.65,25.86,98,256
,Deli Case (Preweighed),---,9284.52,0,0,0,0,0,-11.46,-10059.52,---,1796,9273.06
,Deli Misc (Preweighed),Non-Scanning Deli Item,2365.15,0,0,0,0,0,-3.05,2337.17,238.57,183,2362.1
,Hot Food (Non-Weighed),Corn Dog,523.37,0,0,0,0,0,-0.25,97.51,52.84,214,523.12
,,Quarter Roast Chicken,47.88,0,0,0,0,0,0,0,4.84,12,47.88
,,Vegetable Samosa,1261.26,0,0,0,0,0,-0.68,257.4,127.32,234,1260.58
,Hot Food (Non-Weighed),---,1832.51,0,0,0,0,0,-0.93,354.91,---,460,1831.58
,Hot Food (Preweighed),Lunch and Dinner Bar,10446.58,0,0,0,0,0,-24.09,-6446.51,1052.67,1691,10422.49
,Packaged Meals (Non-Weighed),Chicken Alfredo,1048.95,0,0,0,0,0,-1,0,105.84,105,1047.95
