Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,Eatsmart Pot Tom Spin Chips,49.29,0,0,0,0,0,-0.32,0,0,31,48.97
,,Fig Newton 10oz,45,0,0,0,0,0,0,0,0,6,45
,,Fig Newton Raspberry Bar,20.64,0,0,0,0,0,0,0,0,16,20.64
,,Franz All American Pie Apple,24.21,0,0,0,0,0,0,0,0,9,24.21
,,Franz All American Pie Blk Bry,5.38,0,0,0,0,0,0,0,0,2,5.38
,,Franz All American Pie Cherry,10.76,0,0,0,0,0,0,0,0,4,10.76
,,Gardetto Original,94.81,0,0,0,0,0,0,0,0,19,94.81
,,Gimme Seaweed Sea Salt,92.12,0,0,0,0,0,0,0,0,28,92.12
,,Gimme Seaweed Sesame,55.93,0,0,0,0,0,-0.33,0,0,17,55.6
,,Gimme Seaweed Teriyaki,52.64,0,0,0,0,0,0,0,0,16,52.64
,,Happy Clover Swiss Roll OldFsh,230.7,0,0,0,0,0,0,0,0,30,230.7
,,Happy Clover Swiss Roll White,269.15,0,0,0,0,0,0,0,0,35,269.15
,,KIND Clusters Blueberry,123.06,0,0,0,0,0,0,0,0,14,123.06
,,KIND Clusters Drk Chocolate Nuts & Berries,58.41,0,0,0,0,0,0,0,0,9,58.41
,,KIND Clusters Drk Chocolate Van Cashew,19.47,0,0,0,0,0,0,0,0,3,19.47
,,KIND Clusters Oats Cinnamon,114.27,0,0,0,0,0,-0.25,0,0,13,114.02
,,Kraft Cracker Barrel Cheese 1oz,5.53,0,0,0,0,0,0,0,0,7,5.53
,,Lotte Choco Pie ,47.92,0,0,0,0,0,0,0,0,8,47.92
,,Marcopolo Shrimp Cheese Snack 2.5oz,27.23,0,0,0,0,0,0,0,0,7,27.23
,,Marcopolo Shrimp Onion & Garlic Snack 2.5oz,15.56,0,0,0,0,0,-0.39,0,0,4,15.17
,,Marcopolo Shrimp Snack BBQ 2.5oz,19.45,0,0,0,0,0,0,0,0,5,19.45
,,Marcopolo Shrimp Sour Cream Snack 2.5oz,19.45,0,0,0,0,0,-0.39,0,0,5,19.06
,,Meiji Hello Panda Choco 9.1oz,145.44,0,0,0,0,0,-1.95,0,0,16,143.49
,,Meiji Hello Panda Milk Cr?me,135.11,0,0,0,0,0,0,0,0,59,135.11
,,Meiji Hello Panda Strawberry,70.99,0,0,0,0,0,-0.25,0,0,31,70.74
,,Meiji Hello Panda Stwbrry 9.1oz,118.17,0,0,0,0,0,0,0,0,13,118.17
,,NW Delights Blueberry Yogurt Pretzels 7.5oz,54.32,0,0,0,0,0,0,0,0,8,54.32
,,NW Delights Dried Okra Crisps 3oz ,110.46,0,0,0,0,0,0,0,0,14,110.46
,,NW Delights Ginger 6oz,15.3,0,0,0,0,0,0,0,0,2,15.3
,,NW Delights Inca Corn Nuggets 8oz ,24.27,0,0,0,0,0,-0.25,0,0,3,24.02
,,NW Delights Peanut Butter Pretzel Bites 8oz,71.5,0,0,0,0,0,0,0,0,11,71.5
,,NW Delights Pepitas Organic 8oz,10.99,0,0,0,0,0,0,0,0,1,10.99
,,NW Delights Strawberry Yogurt Pretzels 7.5oz,13.58,0,0,0,0,0,0,0,0,2,13.58
,,NW Delights Whole Wheat Fig Bar w/Honey 10oz,53.94,0,0,0,0,0,0,0,0,6,53.94
,,NW Delights Whole Wheat Honey Apple Fig Bar 10oz,44.95,0,0,0,0,0,0,0,0,5,44.95
,,NW Delights Yogurt Pretzel,50.33,0,0,0,0,0,0,0,0,7,50.33
,,Natures Bakery Apple Cinn Bar,8.34,0,0,0,0,0,0,0,0,6,8.34
,,Natures Bakery Blueberry Bar,16.68,0,0,0,0,0,0,0,0,12,16.68
,,Nilla Wafers 11oz,123.04,0,0,0,0,0,0,0,0,16,123.04
,,Nongshim Onion Ring Snack 3.17oz,46.06,0,0,0,0,0,-0.25,0,0,14,45.81
,,Pepperidge Farm Goldfish 2.65 oz,74.7,0,0,0,0,0,-0.25,0,0,30,74.45
,,Pocky Almond Crush 1.45oz,151.34,0,0,0,0,0,0,0,0,46,151.34
,,Pocky Chocolate 2.47oz,164.5,0,0,0,0,0,0,0,0,50,164.5
,,Pocky Cookies Cream 1.45oz,59.22,0,0,0,0,0,0,0,0,18,59.22
,,Pocky Strawberry 2.47oz,157.92,0,0,0,0,0,0,0,0,48,157.92
,,Rold Gold Tiny Twists 16oz,52.35,0,0,0,0,0,-0.25,0,0,15,52.1
,,Shirakiku Dried Squid Hot 2oz,42.21,0,0,0,0,0,0,0,0,9,42.21
,,Shirakiku Dried Squid Plain 2oz,23.45,0,0,0,0,0,0,0,0,5,23.45
,,Shirakiku Rice Cracker with Seaweed,98.7,0,0,0,0,0,0,0,0,30,98.7
,,Snyders Dips Chocolate,327.63,0,0,0,0,0,0,0,0,67,327.63
,,Snyders Dips White Chocolate,112.47,0,0,0,0,0,-0.25,0,0,23,112.22
,,Snyders Mini Pretzels,79.6,0,0,0,0,0,-0.45,0,0,40,79.15
,,Snyders Pretzel Pieces 10oz Real Peanut Butter,47.92,0,0,0,0,0,0,0,0,8,47.92
,,Snyders Pretzel Pieces 11.25oz Cheddar Cheese,35.94,0,0,0,0,0,0,0,0,6,35.94
,,Snyders Pretzel Pieces 11.25oz Honey Mustard & Onion,107.82,0,0,0,0,0,0,0,0,18,107.82
,,Snyders Pretzel Pieces 11.25oz Jalapeno ,53.91,0,0,0,0,0,0,0,0,9,53.91
,,Takaokaya Teriyaki Ajitsk Nori,93.33,0,0,0,0,0,0,0,0,17,93.33
,,Takis Fuego Chips Hot Chili and Lime 9.9oz,448.12,0,0,0,0,0,0,0,0,68,448.12
,,Wei Lih GGE Ramen Snack BBQ,37.62,0,0,0,0,0,0,0,0,18,37.62
,,Wei Lih GGE Ramen Snack Hot Spicy,31.35,0,0,0,0,0,-0.25,0,0,15,31.1
,,Wei Lih GGE Ramen Snack Original,12.54,0,0,0,0,0,0,0,0,6,12.54
,,Wei Lih GGE Ramen Snack Seaweed,22.99,0,0,0,0,0,0,0,0,11,22.99
,,Wei Lih GGE Ramen Snack Soy Sauce,14.63,0,0,0,0,0,0,0,0,7,14.63
,,Welchs Fruit Snack Berries,80.7,0,0,0,0,0,0,0,0,30,80.7
,,Welchs Fruit Snack Island,64.56,0,0,0,0,0,0,0,0,24,64.56
,,Welchs Fruit Snack Mix,134.5,0,0,0,0,0,0,0,0,50,134.5
,,Welchs Fruit Snack Strawberry,69.94,0,0,0,0,0,0,0,0,26,69.94
,,Welchs Fruit Yogurt Strbry,72.38,0,0,0,0,0,0,0,0,22,72.38
,,Yan Yan Chocolate,50.16,0,0,0,0,0,-0.21,0,0,24,49.95
,,Yan Yan Strawberry,37.62,0,0,0,0,0,0,0,0,18,37.62
,,Yan Yan Vanilla,22.99,0,0,0,0,0,0,0,0,11,22.99
,Snacks Other,---,7082.18,0,0,0,0,0,-7.11,0,---,1799,7075.07
,Trail Mix,NW Delights Cascade Mix 8oz,28.36,0,0,0,0,0,0,0,0,4,28.36
,,NW Delights Dark Choc Olympic 10oz,28.36,0,0,0,0,0,0,0,0,4,28.36
,,NW Delights Deluxe Nuts 9oz,88,0,0,0,0,0,0,0,0,8,88
,,NW Delights Deluxe Trail Mix 9oz,21.27,0,0,0,0,0,0,0,0,3,21.27
,,NW Delights Mt Hood 8.5oz,28.36,0,0,0,0,0,0,0,0,4,28.36
,,NW Delights Nooksack 9oz,21.27,0,0,0,0,0,-0.71,0,0,3,20.56
,,NW Delights Olympic Mix 10oz,35.45,0,0,0,0,0,0,0,0,5,35.45
,,NW Delights Pacific Crest 10oz,14.18,0,0,0,0,0,0,0,0,2,14.18
,,NW Delights San Juan Mix 8oz,14.18,0,0,0,0,0,0,0,0,2,14.18
,Trail Mix,---,279.43,0,0,0,0,0,-0.71,0,---,35,278.72
Snacks,---,---,22111.71,0,0,0,0,803.54,-24.43,0,---,5285,22087.28
Starters,Self Serve,Self Serve Rice,0,0,0,0,0,0,0,0,0,0,0
,,Self Serve Rice (Large),245.03,0,0,0,0,0,-0.48,0,24.7,107,244.55
,,Self Serve Rice (Medium),214.92,0,0,0,0,0,-0.45,0,21.66,108,214.47
,,Self Serve Rice (Small),124.02,0,0,0,0,0,-0.32,0,12.49,78,123.7
,Self Serve,---,583.97,0,0,0,0,0,-1.25,0,---,293,582.72
,Soup,Chowder,0,0,0,0,0,0,0,0,0,0,0
,,Chowder (12oz),103.84,0,0,0,0,0,0,0,10.49,16,103.84
,,Chowder (16oz),74.9,0,0,0,0,0,-0.25,0,7.54,10,74.65
,,Chowder (8oz),60.39,0,0,0,0,0,-0.55,0,6.04,11,59.84
,,Soup,0,0,0,0,0,0,0,0,0,0,0
,,Soup (12oz),1269.88,0,0,0,0,0,-4.8,0,127.77,212,1265.08
,,Soup (16oz),1055.49,0,0,0,0,0,-0.7,0,106.53,151,1054.79
,,Soup (8oz),648.7,0,0,0,0,0,-1.5,0,65.37,130,647.2
,Soup,---,3213.2,0,0,0,0,0,-7.8,0,---,530,3205.4
Starters,---,---,3797.17,0,0,0,0,0,-9.05,0,---,823,3788.12
Sundries Food,Produce,Fruit,0,0,0,0,0,0,0,0,0,0,0
,Single Portion Condiments,PC Butter,8.7,0,0,0,0,0,0,0,0,58,8.7
,,PC Cream Cheese,170,0,0,0,0,0,-0.1,0,0,340,169.9
,,PC Jam,0,0,0,0,0,0,0,0,0,0,0
,Single Portion Condiments,---,178.7,0,0,0,0,0,-0.1,0,---,398,178.6
Sundries Food,---,---,178.7,0,0,0,0,0,-0.1,0,---,398,178.6
Sweets,Candy,100 Grand Bar KS,11.8,0,0,0,0,0,0,0,0,4,11.8
,,3 Musketeers KS,20.65,0,0,0,0,0,0,0,0,7,20.65
,,Airheads Bites Fruit,26.46,0,0,0,0,0,0,0,0,14,26.46
,,Almond Joy KS,26.55,0,0,0,0,0,0,0,0,9,26.55
,,Almond Roca 3s,6.87,0,0,0,0,0,0,0,0,3,6.87
,,Andes Mints,31.41,0,0,0,0,0,0,0,0,9,31.41
,,Butterfinger,1.89,0,0,0,0,0,0,0,0,1,1.89
,,Butterfinger KS,5.9,0,0,0,0,0,0,0,0,2,5.9
,,Dots Original 6.5oz,16.11,0,0,0,0,0,0,0,0,9,16.11
,,Eiwa Mshmllw Hello Kitty Mngo,25.74,0,0,0,0,0,0,0,0,6,25.74
,,Eiwa Mshmllw Hello Kitty Pinap,8.58,0,0,0,0,0,0,0,0,2,8.58
,,Eiwa Mshmllw Hello Kitty Stwby,21.45,0,0,0,0,0,0,0,0,5,21.45
,,Ferrero Rocher 3pc,244.02,0,0,0,0,0,0,0,0,98,244.02
,,Haribo Gold Bears 5oz,217.55,0,0,0,0,0,0,0,0,95,217.55
,,Haribo Happy Cola 5oz,93.89,0,0,0,0,0,0,0,0,41,93.89
,,Hersheys Bar Cookies Cream KS,79.65,0,0,0,0,0,0,0,0,27,79.65
,,Hersheys Bar Milk Choc KS,14.75,0,0,0,0,0,0,0,0,5,14.75
,,Hersheys Bar with Almonds,13.23,0,0,0,0,0,0,0,0,7,13.23
,,Hersheys Bar with Almonds KS,20.65,0,0,0,0,0,-0.3,0,0,7,20.35
,,Hi Chew Grape,60.48,0,0,0,0,0,0,0,0,32,60.48
,,Hi Chew Green Apple,43.47,0,0,0,0,0,0,0,0,23,43.47
,,Hi Chew Mango,39.69,0,0,0,0,0,0,0,0,21,39.69
,,Hi Chew Strawberry,88.83,0,0,0,0,0,0,0,0,47,88.83
,,Jelly Belly Sour HB,77.74,0,0,0,0,0,0,0,0,26,77.74
,,Jelly Belly Tropical HB,56.81,0,0,0,0,0,0,0,0,19,56.81
,,Junior Mints 3.5oz,28.35,0,0,0,0,0,0,0,0,15,28.35
,,Kinder Joy Chocolate Toy Egg,104.91,0,0,0,0,0,0,0,0,39,104.91
,,Kit Kat,71.82,0,0,0,0,0,0,0,0,38,71.82
,,Kit Kat Big Kat KS,54.23,0,0,0,0,0,-0.32,0,0,17,53.91
,,Kit Kat Dark Chocolate,17.01,0,0,0,0,0,-0.25,0,0,9,16.76
,,Kit Kat Dark Chocolate KS,20.65,0,0,0,0,0,0,0,0,7,20.65
,,Kit Kat White Chocolate,15.12,0,0,0,0,0,0,0,0,8,15.12
,,Lindor Ball Caramel,27.72,0,0,0,0,0,-0.2,0,0,28,27.52
,,Lindor Ball Dark Chocolate,60.39,0,0,0,0,0,0,0,0,61,60.39
,,Lindor Ball Milk Chocolate,78.21,0,0,0,0,0,-0.1,0,0,79,78.11
,,Lindor Ball White Chocolate,33.66,0,0,0,0,0,0,0,0,34,33.66
,,Louchs Dark Choc Sesame Snaps,5.94,0,0,0,0,0,0,0,0,6,5.94
,,Louchs Sesame Snaps 1.4oz,9.79,0,0,0,0,0,0,0,0,11,9.79
,,Milky Way Bar KS,11.8,0,0,0,0,0,0,0,0,4,11.8
,,MnM Caramel KS,2.95,0,0,0,0,0,0,0,0,1,2.95
,,MnM Peanut Butter SUP 4.5oz,210.06,0,0,0,0,0,-1.17,0,0,54,208.89
,,MnM Peanut SUP,199.5,0,0,0,0,0,-0.4,0,0,50,199.1
,,MnM Peanut Stand 1.74oz,29.5,0,0,0,0,0,0,0,0,10,29.5
,,MnM Plain Bag 1.69oz,37.8,0,0,0,0,0,0,0,0,20,37.8
,,Morinaga Hi Chew Bag Mix,29.61,0,0,0,0,0,0,0,0,9,29.61
,,Morinaga Hi Chew Bag Sweet n Sour 3.17oz,26.53,0,0,0,0,0,0,0,0,7,26.53
,,Morinaga Hi Chew Bag Tropical,42.77,0,0,0,0,0,0,0,0,13,42.77
,,Morinaga Hi Chew Berry Mix 3.17oz,22.74,0,0,0,0,0,0,0,0,6,22.74
,,NW Delights Choc Malt Ball 10oz,49.95,0,0,0,0,0,-1,0,0,5,48.95
,,NW Delights Jordan Almonds,29.97,0,0,0,0,0,0,0,0,3,29.97
,,NW Delights Peach Gummy Rings,47.34,0,0,0,0,0,0,0,0,6,47.34
,,Nerds Grape Strawberry 1.65oz,13.23,0,0,0,0,0,0,0,0,7,13.23
,,Nerds Rope Rainbow 0.92z,29.85,0,0,0,0,0,0,0,0,15,29.85
,,Nestle Crunch,11.34,0,0,0,0,0,0,0,0,6,11.34
,,Nestle Crunch KS,44.25,0,0,0,0,0,-0.55,0,0,15,43.7
,,PayDay Bar,3.78,0,0,0,0,0,0,0,0,2,3.78
,,PayDay Bar KS,8.85,0,0,0,0,0,0,0,0,3,8.85
,,Red Vines Original Tray 5oz,26.55,0,0,0,0,0,0,0,0,9,26.55
,,Reeses Big Cup KS,20.65,0,0,0,0,0,0,0,0,7,20.65
,,Reeses PB Cup White KS,2.95,0,0,0,0,0,0,0,0,1,2.95
,,Reeses PB Cups Minis HB,207.27,0,0,0,0,0,0,0,0,63,207.27
,,Reeses PB Cups Original 1.5oz,20.79,0,0,0,0,0,0,0,0,11,20.79
,,Reeses PB Cups Original KS,44.25,0,0,0,0,0,0,0,0,15,44.25
,,Reeses Pieces HB,105.03,0,0,0,0,0,0,0,0,27,105.03
,,Reeses Sticks Bar,18.9,0,0,0,0,0,-0.19,0,0,10,18.71
,,Skittles Original Bag 2.17oz,20.79,0,0,0,0,0,0,0,0,11,20.79
,,Skittles Original HB,120.51,0,0,0,0,0,0,0,0,39,120.51
,,Skittles Sour Box 3.3oz,31.84,0,0,0,0,0,0,0,0,16,31.84
,,Skittles Tropical Bag 2.17oz,16.74,0,0,0,0,0,0,0,0,9,16.74
,,Skittles Wild Berry Bag 2.17oz,11.34,0,0,0,0,0,0,0,0,6,11.34
,,Snickers Bar KS,23.6,0,0,0,0,0,-0.3,0,0,8,23.3
,,Snickers Minis HB,74.25,0,0,0,0,0,0,0,0,27,74.25
,,Snickers Original Bar,32.13,0,0,0,0,0,0,0,0,17,32.13
,,Sour Patch Kids 8oz HB,204.69,0,0,0,0,0.75,0,0,0,66,204.69
,,Starburst Fave Reds,20.79,0,0,0,0,0,0,0,0,11,20.79
,,Starburst Original,7.56,0,0,0,0,0,0,0,0,4,7.56
,,Trolli Brite Crawlers,199.06,0,0,0,0,0,0,0,0,74,199.06
,,Trolli Peachy-Os,188.3,0,0,0,0,0,0,0,0,70,188.3
,,Trolli Sour Brite Crawler Verry Berry,104.91,0,0,0,0,0,0,0,0,39,104.91
,,Twix,43.47,0,0,0,0,0,0,0,0,23,43.47
,,Twix KS,103.25,0,0,0,0,0,0,0,0,35,103.25
,,York Peppermint Patty,17.01,0,0,0,0,0,0,0,0,9,17.01
,Candy,---,4300.42,0,0,0,0,0.75,-4.78,0,---,1714,4295.64
,Gum,5 Cobalt 15pc,83.22,0,0,0,0,0,0,0,0,38,83.22
,,5 Flood Sour Strawberry 15pc,59.75,0,0,0,0,0,0,0,0,25,59.75
,,5 Rain 15pc,119.5,0,0,0,0,0,0,0,0,50,119.5
,,5 React 15pc,74.09,0,0,0,0,0,0,0,0,31,74.09
,,Extra Sweet Watermelon,25.35,0,0,0,0,0,0,0,0,15,25.35
,,Glee Box Gum Peppermint 16pc,4.58,0,0,0,0,0,0,0,0,2,4.58
,,Orbit Bubblemint,9.45,0,0,0,0,0,0,0,0,5,9.45
,,Orbit Peppermint,37.8,0,0,0,0,0,0,0,0,20,37.8
,,Orbit Spearmint,37.8,0,0,0,0,0,0,0,0,20,37.8
,,Orbit Wintermint,39.69,0,0,0,0,0,0,0,0,21,39.69
,,Trident Bubblegum 14pc,26.46,0,0,0,0,0,0,0,0,14,26.46
,,Trident Orig Peppermint 14pc,83.16,0,0,0,0,0,0,0,0,44,83.16
,,Trident Peppermint 14pc,13.23,0,0,0,0,0,0,0,0,7,13.23
,,Trident Spearmint 14pc,85.05,0,0,0,0,0,0,0,0,45,85.05
,,Trident Tropical Twist 14pc,51.03,0,0,0,0,0,0,0,0,27,51.03
,,Trident Watermelon Twist 14pc,18.9,0,0,0,0,0,0,0,0,10,18.9
,,Wrigley 5 RPM Mint 15pc,51.03,0,0,0,0,0,0,0,0,27,51.03
,,Wrigley Juicy Fruit 15pc,13.23,0,0,0,0,0,0,0,0,7,13.23
,,Wrigley Winterfresh 15pc,11.34,0,0,0,0,0,0,0,0,6,11.34
,Gum,---,844.66,0,0,0,0,0,0,0,---,414,844.66
,Mint,Altoids Artic Peppermint,35.85,0,0,0,0,0,0,0,0,15,35.85
,,Altoids Peppermint,57.63,0,0,0,0,0,0,0,0,17,57.63
,,Altoids Wintergreen,19.53,0,0,0,0,0,0,0,0,7,19.53
,,Mentos Mint,13.23,0,0,0,0,0,0,0,0,7,13.23
,,Mentos Mixed Fruit,17.01,0,0,0,0,0,0,0,0,9,17.01
,,Tic Tac Freshmint 1oz,18.9,0,0,0,0,0,0,0,0,10,18.9
,,Tic Tac Orange 1oz,17.01,0,0,0,0,0,0,0,0,9,17.01
,,Tic Tac Wintergreen 1oz,15.12,0,0,0,0,0,0,0,0,8,15.12
,Mint,---,194.28,0,0,0,0,0,0,0,---,82,194.28
Sweets,---,---,5339.36,0,0,0,0,0.75,-4.78,0,---,2210,5334.58
Grand Total,---,---,288278.38,1,6.49,0,0,1556.89,-401.55,-6064.19,---,63465,287870.34
